ID,Timestamp,IP Address,Endpoint,Method,Payload Size,Anomaly Score,Rule Flag,Rule Detection,ML Flag,Final Decision,Attacks Count,Failed Attempts
36,2026-02-21 17:28:47,192.168.1.11,/api/users,POST,32,-0.462785,0,,0,NORMAL,0,0
37,2026-02-21 17:28:47,192.168.1.14,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
34,2026-02-21 17:28:46,192.168.1.11,/api/search,PUT,32,-0.537686,0,,1,ANOMALY,0,0
35,2026-02-21 17:28:46,192.168.1.13,/api/auth/login,POST,32,-0.499694,0,,0,NORMAL,0,0
32,2026-02-21 17:28:45,192.168.1.19,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
33,2026-02-21 17:28:45,192.168.1.4,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
30,2026-02-21 17:28:44,203.0.113.1,/api/users,POST,33,-0.531423,1,"SQL_INJECTION (pattern matched),SLOW_DDoS (202 requests)",1,ATTACK,2,0
31,2026-02-21 17:28:44,203.0.113.8,/api/users,POST,17,-0.455443,1,SLOW_DDoS (241 requests),0,ATTACK,1,0
28,2026-02-21 17:28:43,192.168.1.13,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
29,2026-02-21 17:28:43,192.168.1.4,/api/search,POST,42,-0.454901,0,,0,NORMAL,0,0
26,2026-02-21 17:28:42,192.168.1.3,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
27,2026-02-21 17:28:42,203.0.113.9,/api/products,POST,49,-0.501486,1,"SQL_INJECTION (found 3 keywords),SLOW_DDoS (177 requests)",0,ATTACK,2,0
25,2026-02-21 17:28:41,192.168.1.15,/api/auth/login,GET,0,-0.562966,0,,1,ANOMALY,0,0
23,2026-02-21 17:28:40,192.168.1.5,/api/admin,PUT,32,-0.509199,0,,0,NORMAL,0,0
24,2026-02-21 17:28:40,192.168.1.8,/api/delete,POST,25,-0.431959,0,,0,NORMAL,0,0
21,2026-02-21 17:28:39,192.168.1.17,/api/delete,GET,0,-0.562966,0,,1,ANOMALY,0,0
22,2026-02-21 17:28:39,203.0.113.6,/api/search,POST,26,-0.481101,1,"XSS_INJECTION,SLOW_DDoS (174 requests)",0,ATTACK,2,0
19,2026-02-21 17:28:38,192.168.1.3,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
20,2026-02-21 17:28:38,192.168.1.14,/api/admin,POST,46,-0.47143,0,,0,NORMAL,0,0
17,2026-02-21 17:28:37,192.168.1.13,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
18,2026-02-21 17:28:37,203.0.113.2,/api/users,POST,26,-0.481101,1,"XSS_INJECTION,SLOW_DDoS (150 requests)",0,ATTACK,2,0
15,2026-02-21 17:28:36,192.168.1.1,/api/auth/register,POST,25,-0.431959,0,,0,NORMAL,0,0
16,2026-02-21 17:28:36,192.168.1.11,/api/upload,POST,42,-0.454901,0,,0,NORMAL,0,0
14,2026-02-21 17:28:35,203.0.113.7,/api/upload,POST,16,-0.469698,0,,0,NORMAL,0,0
12,2026-02-21 17:28:34,192.168.1.10,/api/auth/register,GET,0,-0.562966,0,,1,ANOMALY,0,0
13,2026-02-21 17:28:34,192.168.1.15,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
10,2026-02-21 17:28:33,192.168.1.4,/api/search,POST,42,-0.454901,0,,0,NORMAL,0,0
11,2026-02-21 17:28:33,192.168.1.4,/api/admin,POST,25,-0.431959,0,,0,NORMAL,0,0
8,2026-02-21 17:28:32,192.168.1.9,/api/auth/register,POST,42,-0.454901,0,,0,NORMAL,0,0
9,2026-02-21 17:28:32,192.168.1.6,/api/users,POST,11,-0.454506,0,,0,NORMAL,0,0
6,2026-02-21 17:28:31,192.168.1.15,/api/users,POST,42,-0.454901,0,,0,NORMAL,0,0
7,2026-02-21 17:28:31,192.168.1.15,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
4,2026-02-21 17:28:30,192.168.1.8,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
5,2026-02-21 17:28:30,192.168.1.19,/api/auth/register,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
2,2026-02-21 17:28:29,192.168.1.16,/api/search,POST,23,-0.471242,0,,0,NORMAL,0,0
3,2026-02-21 17:28:29,192.168.1.13,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
1,2026-02-21 17:28:28,192.168.1.8,/api/upload,GET,0,-0.562966,0,,1,ANOMALY,0,0
